                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   3.47,                 3.8875,                 4.1049,                  0.002,                0.22585,                0.00376,                0.00121,                 3.5437,                 4.2934,                 4.1252,              0.0033133,              0.0033133,              0.0033133
                      2,                 2.9841,                 3.1101,                 3.5943,                  0.004,                0.05193,                0.00247,                0.00064,                 3.2341,                 7.3833,                 3.9992,              0.0066372,              0.0066372,              0.0066372
                      3,                 2.1369,                 2.3078,                 2.6827,                0.00471,                0.17814,                0.00515,                0.00156,                 3.1343,                 4.1754,                 3.8736,              0.0099517,              0.0099517,              0.0099517
                      4,                 1.5903,                 1.7572,                 2.0465,                0.19018,                0.10749,                0.06592,                 0.0368,                 2.2774,                 3.5511,                 2.9225,              0.0099576,              0.0099576,              0.0099576
                      5,                 1.3332,                 1.4342,                 1.7539,                0.49611,                0.31522,                0.29311,                0.19556,                 1.4756,                 2.2812,                 1.8907,              0.0099434,              0.0099434,              0.0099434
                      6,                 1.1741,                 1.2938,                 1.5742,                0.43693,                0.35507,                0.32265,                0.22337,                 1.3641,                  2.274,                 1.7806,              0.0099293,              0.0099293,              0.0099293
                      7,                 1.0975,                 1.1948,                 1.4805,                0.62336,                0.63164,                0.61445,                0.43568,                 1.0468,                 1.3155,                 1.4635,              0.0099151,              0.0099151,              0.0099151
                      8,                 1.0353,                 1.0974,                 1.4194,                0.62033,                0.63225,                0.62777,                0.45197,                 1.0285,                 1.7963,                 1.4121,               0.009901,               0.009901,               0.009901
                      9,                 1.0152,                 1.0936,                 1.3777,                0.63505,                0.65519,                 0.6562,                0.47482,                 1.0269,                 1.1866,                 1.3907,              0.0098869,              0.0098869,              0.0098869
                     10,                 0.9554,                0.98798,                 1.3322,                0.60947,                0.63164,                0.58899,                0.42078,                 1.0183,                 1.3181,                 1.3736,              0.0098727,              0.0098727,              0.0098727
                     11,                0.94723,                 1.0215,                 1.3215,                0.59744,                0.72101,                0.66121,                0.48187,                0.93842,                  1.556,                 1.3147,              0.0098586,              0.0098586,              0.0098586
                     12,                0.92293,                0.96828,                 1.2979,                0.65332,                0.69626,                0.69133,                0.50931,                0.93973,                 1.0774,                 1.2925,              0.0098444,              0.0098444,              0.0098444
                     13,                0.90157,                0.93814,                 1.2828,                0.66553,                0.69686,                0.69908,                0.52641,                0.90272,                 1.1757,                 1.2836,              0.0098303,              0.0098303,              0.0098303
                     14,                0.85863,                0.90591,                 1.2566,                0.64689,                0.76872,                0.72808,                0.54758,                0.87013,                 1.0394,                 1.2506,              0.0098161,              0.0098161,              0.0098161
                     15,                0.86964,                0.91342,                 1.2518,                0.67067,                0.71204,                0.72632,                0.55512,                0.85154,                 1.0291,                 1.2311,               0.009802,               0.009802,               0.009802
                     16,                0.85883,                0.88898,                 1.2305,                0.65354,                0.71679,                0.70582,                0.53763,                0.85051,                 1.0752,                 1.2256,              0.0097879,              0.0097879,              0.0097879
                     17,                0.83121,                0.86669,                 1.2154,                0.71131,                0.71119,                0.74778,                0.58358,                 0.8176,                0.97003,                 1.2031,              0.0097737,              0.0097737,              0.0097737
                     18,                0.83264,                0.86953,                 1.2114,                0.67504,                0.75768,                0.76093,                0.58318,                0.80403,                 1.0164,                 1.1896,              0.0097596,              0.0097596,              0.0097596
                     19,                0.81038,                0.83952,                 1.1955,                 0.6972,                0.73611,                0.73842,                0.55976,                0.85381,                 0.9254,                 1.2083,              0.0097454,              0.0097454,              0.0097454
                     20,                0.78498,                0.83551,                 1.1883,                0.70118,                 0.6407,                0.70792,                0.53607,                 0.8393,                 1.0706,                 1.1969,              0.0097313,              0.0097313,              0.0097313
                     21,                0.79395,                0.81843,                 1.1746,                0.67466,                0.76135,                0.76724,                 0.5896,                0.82892,                0.91593,                 1.1767,              0.0097171,              0.0097171,              0.0097171
                     22,                0.78546,                0.83775,                 1.1785,                0.68261,                0.74029,                0.76058,                0.58947,                0.79568,                0.99242,                 1.1611,               0.009703,               0.009703,               0.009703
                     23,                0.76348,                  0.787,                 1.1606,                0.70693,                0.77536,                0.77921,                0.60931,                0.76928,                0.85046,                 1.1359,              0.0096889,              0.0096889,              0.0096889
                     24,                0.73949,                0.77319,                 1.1518,                0.71081,                0.79258,                0.80257,                 0.6383,                0.76309,                0.80699,                 1.1402,              0.0096747,              0.0096747,              0.0096747
                     25,                0.76717,                0.79634,                 1.1553,                0.69763,                0.74122,                0.74912,                0.57758,                0.80504,                0.92294,                 1.1637,              0.0096606,              0.0096606,              0.0096606
                     26,                0.75745,                0.77596,                 1.1472,                0.72903,                0.75966,                0.78913,                0.61954,                0.76983,                0.83337,                 1.1364,              0.0096464,              0.0096464,              0.0096464
                     27,                0.75458,                0.77248,                 1.1399,                0.68749,                0.77778,                0.77651,                0.60727,                0.76061,                0.85131,                 1.1238,              0.0096323,              0.0096323,              0.0096323
                     28,                0.74924,                0.77254,                 1.1446,                0.67842,                0.78804,                 0.7849,                0.62403,                0.74261,                 0.8509,                 1.1091,              0.0096181,              0.0096181,              0.0096181
                     29,                0.73764,                 0.7628,                  1.135,                0.72576,                0.77476,                0.80382,                0.62853,                0.75329,                0.83487,                 1.1301,               0.009604,               0.009604,               0.009604
                     30,                0.73139,                0.74057,                 1.1297,                0.76091,                 0.7506,                0.80669,                0.63436,                0.73688,                0.77139,                 1.1007,              0.0095899,              0.0095899,              0.0095899
                     31,                0.72351,                0.72572,                 1.1252,                0.72156,                0.80591,                0.81348,                0.62659,                0.77922,                 0.7932,                 1.1314,              0.0095757,              0.0095757,              0.0095757
                     32,                0.72542,                0.72538,                 1.1278,                0.73822,                0.79529,                0.81682,                0.63357,                 0.7429,                0.76632,                  1.118,              0.0095616,              0.0095616,              0.0095616
                     33,                0.71284,                0.72063,                 1.1224,                0.69949,                0.81159,                0.81974,                 0.6558,                 0.7154,                0.75799,                 1.0943,              0.0095474,              0.0095474,              0.0095474
                     34,                 0.7215,                0.72246,                 1.1177,                0.71572,                 0.8164,                0.80857,                0.65114,                0.71745,                 0.7571,                 1.0988,              0.0095333,              0.0095333,              0.0095333
                     35,                0.71746,                0.71956,                 1.1133,                0.73756,                0.74504,                0.78992,                0.62962,                0.75937,                0.84367,                 1.1296,              0.0095191,              0.0095191,              0.0095191
                     36,                0.71624,                0.70681,                 1.1148,                0.71724,                0.79046,                0.81464,                0.65096,                0.72257,                0.76613,                 1.0881,               0.009505,               0.009505,               0.009505
                     37,                0.70851,                 0.6938,                 1.1068,                0.74942,                0.76993,                0.81801,                  0.658,                0.72239,                0.76989,                 1.0944,              0.0094909,              0.0094909,              0.0094909
                     38,                0.69551,                 0.6809,                 1.1047,                0.71887,                0.79986,                0.81822,                0.65045,                0.72657,                 0.7702,                 1.0959,              0.0094767,              0.0094767,              0.0094767
                     39,                0.70162,                0.68153,                 1.1133,                0.70698,                0.78239,                 0.8025,                0.64694,                0.71193,                0.74737,                 1.0818,              0.0094626,              0.0094626,              0.0094626
                     40,                0.70245,                0.70159,                 1.1049,                0.72856,                  0.782,                0.79902,                0.63814,                0.72076,                0.77925,                 1.0975,              0.0094484,              0.0094484,              0.0094484
